"activity" "subject" "X.mean" "X.std" "body_acc_x.mean" "body_acc_x.std" "body_acc_y.mean" "body_acc_y.std" "body_acc_z.mean" "body_acc_z.std" "body_gyro_x.mean" "body_gyro_x.std" "body_gyro_y.mean" "body_gyro_y.std" "body_gyro_z.mean" "body_gyro_z.std" "total_acc_x.mean" "total_acc_x.std" "total_acc_y.mean" "total_acc_y.std" "total_acc_z.mean" "total_acc_z.std"
"LAYING" "20" -0.215697228833744 0.559729087783368 -0.00192996151092625 0.14875047038142 0.000891000209123598 0.128316504511186 0.00161060014984555 0.0678157694093414 0.00536528093544712 0.30439475796507 -0.00208739905973387 0.39556762776385 0.00163430970622997 0.26325148194085 0.751725237370848 0.147079957395977 0.0213800293815254 0.126399328887878 0.10201376017298 0.0660764694504025
"LAYING" "24" -0.255972283350764 0.568013048052723 -0.00016666126455424 0.106862790502058 -0.00028538323004952 0.0730565971033986 0.000129868710256562 0.0683971296799959 0.00661823931233557 0.19658645574162 -0.00176291134390069 0.183158886921714 -0.000955444387722802 0.143456586567719 0.827043046305881 0.105521254868698 0.0906292343650015 0.0711405833563088 0.0558515435753306 0.0662628396398581
"LAYING" "27" -0.234360933240113 0.562459673356124 4.59878819342022e-05 0.139572650933152 0.000104637881551977 0.0801422345538728 -0.00131004075142034 0.0734934752158965 -0.0419329243190995 0.223172233311331 0.0111497602732897 0.189991774654894 0.013246483245148 0.198471253156529 0.749574345525081 0.138418438044606 0.0416099616723112 0.0787507415921852 0.111694972319029 0.0720284210537121
"LAYING" "28" -0.257569888883947 0.568666424383806 -8.90472153868229e-06 0.115446325761943 -0.00106685374442376 0.0745665205856636 -0.000463544987316141 0.0595268583795495 -0.0379757814443546 0.227868007651324 0.0122770178329499 0.200061436894293 0.00642087078960862 0.16207984715352 0.776837852887885 0.114554473903802 -0.130402935750867 0.0725011794136141 -0.0521692605622006 0.057298088566306
"LAYING" "29" -0.235483694209528 0.571489658909194 0.000316490121902421 0.139731179671492 -0.00069959457248557 0.0703387602050647 -0.000121556388399891 0.0737987448643137 0.0180400338053611 0.232724777784213 -0.00629785460491947 0.281754628661572 0.000809865760140825 0.140738823626215 0.819100724769713 0.13836572360479 0.132700181180323 0.0685968332998916 0.198972354443821 0.0706874045890079
"LAYING" "30" -0.2419484338833 0.562790296675375 -0.000261707473529027 0.126216723598222 -0.000234695171607086 0.0838945962656638 0.000797469181736456 0.088872322996472 -0.00799093870762539 0.288189502977548 0.00116989100628972 0.354921601742386 -0.00127392305658563 0.200818763443746 0.828275386194978 0.125412935476439 0.069026105221577 0.081162149096687 0.176431591681148 0.0841004696726505
"SITTING" "12" -0.236289120543617 0.55602432162406 -0.000399056119589028 0.161054611098749 -0.00070703495951601 0.103999514653082 0.000128957268824627 0.0529408282108429 -0.0439391233301964 0.282701919715993 0.0144918473501795 0.246671268595722 0.00131837660211602 0.147817249363594 0.780830209744634 0.160392426264998 0.12985915584315 0.102563245245578 -0.0539931909038993 0.0512008351559897
"SITTING" "13" -0.229658185567766 0.562940416795722 -0.000346192522061227 0.123307650459404 -0.000268721229032397 0.0958921924302691 -0.000273405037128741 0.0772571397785358 -0.0294678832882445 0.249783390073369 0.00572404755701383 0.273211889353569 0.00554709961334471 0.174888056278905 0.837482474780438 0.121674235838327 -0.0242458544750048 0.0931366926554521 0.0377378858175688 0.0741556951410265
"SITTING" "17" -0.238162820694933 0.56925765910713 -0.000851998194525147 0.147342826528949 -0.00049865530130979 0.0859056269026356 -0.000265686223728325 0.0725837594372596 0.0152982142925648 0.241166724110747 -0.00408543097673223 0.207374296583044 -0.00523009310565996 0.156650740108119 0.807709993760742 0.146146123811137 0.0280060291604582 0.0838433058168158 0.016195589787542 0.0706122640067856
"SITTING" "18" -0.323463290003648 0.641031273546619 7.88209936780208e-05 0.00411358940989034 -8.35320499114583e-05 0.0121379111238338 -0.000566172513420313 0.0118823584750131 0.00180615244211979 0.0448373757214899 -4.80513413786457e-05 0.019112024396816 -0.000389249106833333 0.0204320157344842 1.01653836606771 0.00392576998691919 -0.161819795572917 0.0105551223100304 0.0709527080651042 0.00975179619969204
"SITTING" "19" -0.22519010167619 0.576478350485802 -0.00161820317575693 0.139613068869639 -0.000558604530337925 0.0859466558014619 -0.00329334286404856 0.0661154901540625 -0.011239137722525 0.317114190347697 0.00279806047108717 0.274637522800357 0.000897645668433985 0.173752645463486 0.67024655875615 0.138115919818035 0.113780736370028 0.084393652751752 0.220168237120098 0.0642405700842149
"SITTING" "21" -0.25082508288652 0.57934411065489 -2.25121086036882e-05 0.107881460953601 -0.000277102061166226 0.0759445538976942 -0.00015553789914164 0.0624401461061058 4.14779262115891e-05 0.179193608162339 -0.00186583121177666 0.181863399176667 -9.36195737349165e-05 0.146656969946866 0.792388609649586 0.106106848373564 -0.057223115083745 0.0744159753863586 0.0259491842213335 0.0599985880505189
"SITTING" "22" -0.244933654581348 0.590693225467072 0.000343282403104577 0.121124726656463 0.000144685333476547 0.0711979797525871 -8.30184524187972e-05 0.053530387318426 0.0158753726117031 0.225347925612818 -0.00751665835959495 0.127320573555512 -0.000759067793691027 0.137468435508566 0.813593796621133 0.119835785357423 0.0417514112135811 0.0692742363123331 0.226941682968501 0.0508185043242912
"STANDING" "18" -0.256423936916153 0.570187767645775 -0.000288180582247352 0.109308291379872 -7.5382767488206e-05 0.0702199859325818 0.000121195911224111 0.0607146358971883 -0.0110924187729562 0.183326324404117 0.00321216299457621 0.186216893854054 0.00220912329907866 0.134791784240138 0.826788219734749 0.108611825097425 0.0169513501195944 0.0689219966195582 0.0840555609576382 0.0587026409297796
"STANDING" "20" -0.235613989756895 0.574428670534979 -0.00185072017965735 0.11487822743788 -0.00112694358144172 0.0946205940812977 -0.00110447722126259 0.0694050184872121 0.00209010136069863 0.254278286516646 -0.00207296813627391 0.275423427515942 -0.00184529012832588 0.205739633494143 0.798670661793028 0.112715930952867 -0.0516029824197107 0.092474141401764 0.0983165952437567 0.0667491623466664
"STANDING" "22" -0.205134327763101 0.552719229599126 -0.00206284145691883 0.193598882886762 0.000192522568443344 0.116753248705678 -0.00017907950345376 0.0836030607091874 0.0273838436583341 0.332731133656257 -0.0122042327775407 0.231716553329713 -0.00465976859858448 0.221071911075355 0.689647783773425 0.19029359189153 0.0624659998704588 0.114434158358541 0.224923923017929 0.0809400821293754
"STANDING" "23" -0.224369968302169 0.563652269048003 -0.000841326786460434 0.124038818147955 -0.00128563594753018 0.0816684864842372 -0.000259760884228499 0.101836064356911 0.00576094897234351 0.214403549445436 -0.00372838858849206 0.384510724889387 -0.00515079850499778 0.191183202837956 0.803273288688151 0.122097934932944 0.0313724695964446 0.0792768846643589 0.0451860305607461 0.0993652382508851
"STANDING" "25" -0.253028030988939 0.580923431676801 -0.000468688677052921 0.0936050168425886 -0.00114554788581414 0.0817808089909122 -0.00043650912905029 0.0664911993586153 0.0254674760360793 0.277629980595574 -0.00431671110834713 0.191659527253457 0.0057659819967428 0.124496066553175 0.810761812611977 0.0922250318334161 0.0640107576632633 0.0829282943528357 0.229132349002904 0.0640021373247278
"STANDING" "26" -0.249276720363892 0.574990550265778 -0.000935438200832247 0.123874094918509 0.000508476685938576 0.0724627097222071 0.000221243735269958 0.0560813235068571 0.00723485923007002 0.204880967821929 -0.00379349855759042 0.154597436793768 0.00241323830094358 0.145831325214292 0.769797923455636 0.121920783877398 0.127131831447525 0.0701429260139511 0.224759504941007 0.0543649649072149
"STANDING" "27" -0.321456948752297 0.640547683151662 -0.000484845494914263 0.00457773320465557 0.000463009852273377 0.00648328807210161 0.000959252175902384 0.00842645625830057 -0.00492183993990184 0.0125106517829813 -0.000980935941885217 0.0143053819578003 -0.00236049969150962 0.0129187660123267 0.89253522371895 0.00311289280656966 0.0841576214342949 0.00442536033741515 0.211340968479303 0.00550531537853807
"WALKING" "1" -0.212756035989723 0.546409657606831 -0.00244800092900692 0.148990928403234 -0.000608444513720002 0.109746467301525 0.000152585794185897 0.0924686176716117 0.00701159829690236 0.274648557888663 -0.00620030657596179 0.422295404544931 -3.03739676395441e-05 0.197084287081911 0.86004178169502 0.147423061857621 -0.065005003095498 0.107474687440429 0.0657183101253813 0.0884417923322344
"WALKING" "2" -0.224247849060964 0.552231070505838 -0.000919666025230712 0.129564615033995 -0.0010459644809652 0.099283695062629 -0.00242546496240335 0.0768741769862301 -0.0247814387533587 0.25366800254993 0.0078999585138691 0.214102447012543 0.000410346385856312 0.178978741806953 0.802104521390439 0.128044723839177 -0.13002462953511 0.0976490610947884 0.124585567017919 0.0747519661382206
"WALKING" "3" -0.239137436908549 0.562047110960622 -0.000854626280549121 0.123772539627233 -0.000376554668814246 0.0905623333968451 0.00059957008398591 0.0653168605746626 0.002914398356633 0.263583657495661 -7.73413213104851e-06 0.183421669971072 0.000157011084402676 0.142860167740801 0.835430787536886 0.122954448522196 -0.00834713102603556 0.0878630474438878 0.0423380767911321 0.061598296172077
"WALKING" "4" -0.250570714418518 0.576571793876087 -0.00011155143566821 0.104131888930197 0.00198710286483755 0.0718405153857655 0.000790010495263531 0.049431237609116 -0.0022666929509851 0.218603164116821 -0.000302164701158586 0.133000041449361 0.00412845748096459 0.125225266913396 0.852893877626136 0.101821612009186 0.0922994994261876 0.0672047002489458 0.185907675656712 0.0459979378450794
"WALKING" "5" -0.223790998029342 0.557292095986465 0.000330181960289204 0.161371126376923 0.000867968726465879 0.103765940608415 0.00087404866148184 0.066608438918682 -0.00183250663980965 0.254271692122044 -0.00139612903050583 0.227350001567512 0.000130084885436103 0.192681135346413 0.829783480971852 0.159466847420361 0.131095100800502 0.100574099981324 0.085918207458069 0.0633119832267482
"WALKING" "6" -0.251166990526348 0.580922545165475 -0.00167782927176832 0.115891839655185 0.000391833228878767 0.0780701539696338 -0.00316897346220064 0.0408195569174574 -0.00681633111535626 0.204537258532765 -0.00131728312443551 0.184634336025308 0.007955983159413 0.136078108288431 0.808222781319449 0.112592015910563 0.079602390919326 0.0756391440776173 0.0487667616611189 0.0381970170721883
"WALKING_DOWNSTAIRS" "10" -0.205381578245562 0.531868224734774 -0.000275516141886185 0.188167423669831 -0.000916619798811225 0.106502694432909 -0.00124869424625881 0.0887877820780795 0.0136231303194972 0.351873452691605 -0.00540186329886917 0.39052444114308 0.00144354550516663 0.241395555869671 0.801034567124539 0.186664036244374 -0.147830529681617 0.104387238384488 0.0234325406845692 0.0853968058170771
"WALKING_DOWNSTAIRS" "12" -0.249909339354185 0.568597912293942 -0.00111901231461551 0.118965656372242 -0.000572638518344271 0.06853087042295 0.000849679534348958 0.0601034012408938 -0.0307873840586763 0.206933574604039 0.00131724714404083 0.17467774299607 0.00646776134349185 0.171298756781537 0.864376669462941 0.116907002559939 -0.0120650959539327 0.0663346501897099 0.0861798502497688 0.0570602017315739
"WALKING_DOWNSTAIRS" "14" -0.186784081528013 0.535588536317755 -0.00182036682643199 0.165859693933341 0.000262793613450948 0.140044740011317 0.00287625236006372 0.167940221572249 0.0365847929537948 0.307086754190709 -0.0121979416006688 0.601678260195699 -0.0168271495040261 0.404384138910849 0.825905216639664 0.162251554370995 -0.147021305202733 0.136027026896052 -0.253733443944502 0.162390981685484
"WALKING_DOWNSTAIRS" "15" -0.23788540724456 0.572027643022876 0.000131405972310928 0.14549957524507 0.000353348320204125 0.0902781379924673 -0.00140591198752949 0.0559507625238018 -0.000467198376262138 0.265675968304635 -0.000695049192915958 0.224945693229922 0.00191776858384814 0.136883437140294 0.823020924748952 0.144240342267537 0.120940032157655 0.0875709797413342 0.0297152186176772 0.0531480463488686
"WALKING_DOWNSTAIRS" "16" -0.261998729073487 0.578979515025026 6.42302020183828e-05 0.109233825834507 0.000672092767061159 0.0615330329978509 0.00034478119591483 0.0742737631154682 0.0159247848563063 0.176265810385762 0.000855544344510331 0.147364325151027 -0.00589456097031662 0.129231653157067 0.831464067649633 0.107646354976374 -0.0417195846050162 0.0590691889911102 0.0343332894597767 0.0715481770749133
"WALKING_DOWNSTAIRS" "17" -0.3127714898993 0.651635205637679 7.71329762068685e-05 0.00389738354670185 0.0017019881521224 0.00767746511523368 -0.000488388217795898 0.00727865949942432 0.00085251748069375 0.0141345890914158 -0.00174142924233138 0.0129100790575035 0.00328438210525527 0.00913266702180788 0.973054956510417 0.00289829860151919 -0.155069433308919 0.00489040007625668 -0.285971964391276 0.0057277190127907
"WALKING_UPSTAIRS" "4" -0.216853964386947 0.55079772301762 -0.00162595886917536 0.169991834144924 1.55486574192072e-05 0.106921095921868 -0.000576682031568978 0.0644787947184698 0.000207625132211446 0.329735830118556 -0.00462418683627337 0.193474993599645 0.0041931846190942 0.149596682259011 0.806062027041921 0.167051694728643 0.19391341883931 0.104466208762158 0.10890775279042 0.0619516694121607
"WALKING_UPSTAIRS" "6" -0.12587391293601 0.485485732807226 0.00053649716652212 0.285058481942365 -0.00186558997396032 0.193313240933753 -0.000869584570976123 0.117873133920443 -0.0410023615838989 0.56471997980965 0.00963693669566011 0.56253694465224 -0.00335050781320751 0.354585010677138 0.857428325653204 0.28456619393059 -0.0868706842436561 0.192259319611628 0.0117699709967152 0.116011093587298
"WALKING_UPSTAIRS" "7" -0.23348695448807 0.563156685635871 -0.00151759223322829 0.138684040936176 -0.000866670586535598 0.0792213808290028 -0.00138238767044836 0.100772069910865 -0.0249553514775295 0.274126282137454 0.00439379696921545 0.268098200252136 0.00506074298648843 0.165202397871783 0.816008863165823 0.135814239931998 -0.024780219281935 0.0761402947050442 0.0267181432841726 0.0966833048188421
"WALKING_UPSTAIRS" "8" -0.212359296574473 0.561029372940268 -0.00140479087026871 0.136916395117443 -0.000551442943642988 0.11287820196297 0.00049485528365486 0.0930392510972335 0.0322455528139986 0.301065791987933 -0.00755715214959193 0.330462893885077 -0.00984587449238813 0.238775787325997 0.792224303783429 0.134259015006721 0.0477870602226151 0.108601325242273 0.0771794886895268 0.0882588384515924
"WALKING_UPSTAIRS" "9" -0.235954429682033 0.560779629000201 -0.00149654226559494 0.145786993033649 -0.00199760810698299 0.0741845452935483 0.00233676681174743 0.0918452977578661 -0.0437879071293606 0.283446608214488 0.000609954299583658 0.25425033363219 0.0100734043221686 0.20189646837899 0.808644089987396 0.144166616277835 -0.03062775704051 0.0716121477483799 0.0993632202733306 0.0884132665388313
"WALKING_UPSTAIRS" "10" -0.31387538217015 0.633678797032262 0.000340098299755208 0.00891907606975454 0.00178181447399961 0.0138383788085434 2.37878121953125e-05 0.00801372408646291 -0.00677592265485912 0.0274490532527976 -0.00172176347526875 0.019732097006909 0.00454937826189115 0.0227371967757011 0.748098951267708 0.00611429643497405 0.300954096916667 0.00847392036174015 0.142527283539375 0.00673575064611785
"WALKING_UPSTAIRS" "11" -0.238447244000528 0.566220295647542 -0.000204113560180736 0.13479879782484 -0.0010433080359641 0.0887919520049146 -0.000209476241732521 0.0632129950340575 -0.0279061962636113 0.228176678515579 0.00727438802329231 0.228985558724182 0.00042104278701471 0.135339316840629 0.852143379285008 0.133903005182502 0.0696845243858703 0.0866472936262084 0.132053753257262 0.0608611416486811
"WALKING_UPSTAIRS" "14" -0.316735225689099 0.642420129627979 -0.00060527633461519 0.00938055046661189 0.00108267263943175 0.0112676381927001 0.00100531606147506 0.0131163239122178 0.0047725049143838 0.0245470808045459 -0.00137284994130419 0.0310708831955475 0.00553590253944996 0.0181217552967278 0.758795326572389 0.00598146320911277 0.073680425244996 0.00788075726404169 0.123368583806369 0.00935093415781033
